CITY,POSTING_DATE,MAX_PRICE,PRICE_SQFT,AGE,BALCONY_NUM,FLOOR_NUM,BEDROOM_NUM,MAX_AREA_SQFT
4,1691760710,5900000,15076.0,6,0,1,1,36.325073
4,1691760562,14100000,16949.0,5,0,1,3,77.20239
4,1691760561,9700000,14414.0,5,0,1,2,62.430817
4,1691760404,17700000,9567.0,6,0,1,3,171.87054
4,1691760402,12000000,9677.0,6,0,1,2,115.19972
4,1691759683,20100000,22031.0,5,0,1,3,84.72754
4,1691759681,15000000,23291.0,5,0,1,2,59.829533
4,1691759259,28500000,24030.0,5,0,1,3,110.18296
4,1691759258,17800000,25320.0,5,0,1,2,65.31081
4,1691751790,9000000,15432.0,5,0,1,2,54.16245
4,1691751786,6500000,17332.0,5,0,1,1,34.838627
4,1691751623,41606076,38953.0,5,0,1,3,99.220406
4,1691751619,28437500,39062.0,5,0,1,2,67.633385
4,1691751527,37500000,32051.0,5,0,1,3,108.69651
4,1691751525,22000000,30985.0,5,0,1,2,65.96113
4,1683369665,11000000,9345.0,2,4,12,2,109.34683
4,1688151764,45000000,34615.0,2,3,0,3,120.7739
1,1690568876,14911222,15613.0,1,0,17,3,88.72237
4,1691834740,35000,53.0,1,2,9,2,60.38695
4,1691829527,11000000,16923.0,1,2,8,2,60.38695
4,1691779778,12000000,18461.0,1,2,8,2,60.38695
4,1691821717,4500000,11250.0,1,1,2,1,37.1612
4,1691747983,7000000,7337.0,1,2,1,2,88.62946
4,1691741147,9500000,11176.0,1,2,5,2,78.96755
4,1691669047,9500000,14615.0,1,2,3,2,60.38695
4,1691668578,11000000,14666.0,1,2,7,2,69.67725
4,1691667749,12000000,16000.0,1,2,6,2,69.67725
4,1691667165,14000000,16470.0,1,2,14,2,78.96755
4,1691486046,15200000,19000.0,1,2,8,2,74.3224
4,1691483943,23500000,22380.0,1,3,11,2,97.54815
4,1691483770,22500000,21428.0,1,3,13,3,97.54815
4,1691229165,18000000,17142.0,1,3,11,3,97.54815
4,1691227746,30000000,19292.0,1,4,11,4,144.46417
4,1691227445,13500000,18000.0,1,3,11,2,69.67725
4,1691141828,15500000,14761.0,1,3,6,3,97.54815
4,1691144365,9500000,8543.0,1,3,9,2,103.308136
4,1691138521,22500000,21428.0,1,4,18,3,97.54815
4,1690719142,15500000,23846.0,1,3,6,3,60.38695
1,1685425184,22000,33.0,1,2,11,2,61.408882
8,1689397866,11000000,18333.0,3,0,3,1,55.7418
0,1692953484,80000,80.0,2,2,19,3,92.903
0,1691413828,85000,70.0,2,0,15,3,111.4836
4,1691779199,30000,36.0,6,3,9,2,77.10949
4,1691752019,28000,22.0,2,1,12,2,117.52229
1,1688969142,39001,72.0,1,0,5,2,49.703106
2,1690870742,90000,104.0,1,0,12,2,79.89658
4,1666268621,11500000,9200.0,2,2,12,2,116.12875
4,1692960268,49295785,38969.0,5,0,1,4,117.52229
4,1692960266,41618892,38969.0,5,0,1,3,99.220406
4,1692960263,28369482,38969.0,5,0,1,2,67.633385
4,1692958038,48612806,32258.0,5,0,1,4,140.00482
4,1692958037,35000000,32258.0,5,0,1,3,100.79975
4,1692958035,21000000,28150.0,5,0,1,2,69.30564
4,1692956684,36207320,23420.0,5,0,1,4,143.62804
4,1692956683,28034325,23420.0,5,0,1,3,111.20489
4,1692956681,21000000,29535.0,5,0,1,2,66.05403
4,1692956605,45467708,30151.0,5,0,1,4,140.09772
4,1692956603,30000000,30150.0,5,0,1,3,92.438484
4,1692956602,21500000,29054.0,5,0,1,2,68.74822
4,1692954261,62010000,30000.0,5,0,1,4,192.0305
4,1692954260,43530000,30000.0,5,0,1,3,134.80225
4,1692954258,22737825,29188.0,5,0,1,2,72.37144
4,1691654365,47778822,25002.0,6,0,1,4,177.53763
4,1691654363,37411373,20567.0,6,0,1,3,168.99055
4,1691654361,18736537,20567.0,6,0,1,2,84.634636
4,1691654360,39801588,18869.0,5,0,1,4,196.39694
4,1691654358,23940140,18973.0,5,0,1,3,117.24358
4,1691654357,19469625,22251.0,5,0,1,2,81.29012
4,1691654105,20500000,17040.0,5,0,1,4,111.76231
4,1691654103,19600000,17083.0,5,0,1,3,106.37393
4,1691654101,13702000,16986.0,5,0,1,2,74.87982
5,1688544307,20000000,23529.0,3,0,9,2,78.96755
1,1678042766,40000,37.0,6,4,9,3,98.47718
1,1686221437,8900000,18736.0,6,1,16,2,44.128925
8,1691623599,15951138,24616.0,5,0,1,3,60.108242
8,1691623595,13041966,24641.0,5,0,1,2,49.145687
8,1691623592,8924748,24676.0,5,0,1,1,33.537983
7,1684397649,827342,499.0,0,0,0,0,154.03317
4,1692956247,51518841,33259.0,5,0,1,4,143.90675
4,1692956245,33269616,28656.0,5,0,1,3,107.86038
4,1692956243,21200000,29104.0,5,0,1,2,67.633385
4,1692203619,65000,72.0,2,2,11,2,83.6127
4,1690360849,85000,89.0,2,1,11,2,88.25785
3,1691645640,19220000,20004.0,5,0,1,3,89.279785
3,1691645638,12800000,20003.0,5,0,1,2,59.45792
3,1691645634,9900000,19992.0,5,0,1,1,45.986984
3,1691347723,11186000,17000.0,5,0,1,2,61.130173
3,1691347721,8721000,17000.0,5,0,1,1,47.65924
3,1691347571,12784000,16990.0,5,0,1,3,69.86305
3,1691347569,9418000,16988.0,5,0,1,2,51.46826
3,1691347567,7208000,16983.0,5,0,1,1,39.390873
3,1691347442,15334000,17000.0,5,0,1,3,83.79851
3,1691347440,11679000,17000.0,5,0,1,2,63.82436
3,1691347438,7667000,17000.0,5,0,1,1,41.899254
3,1691347377,13040000,20000.0,5,0,1,2,60.572758
3,1691347375,8360000,20000.0,5,0,1,1,38.833454
3,1691347295,12000000,15000.0,5,0,1,3,74.3224
3,1691347294,9300000,15000.0,5,0,1,2,57.59986
3,1691347293,6495000,15000.0,5,0,1,1,40.226997
3,1691090125,18300000,20000.0,5,0,1,3,85.00625
3,1691090121,13800000,20000.0,5,0,1,2,64.10307
3,1691090118,8520000,20000.0,5,0,1,1,39.57668
3,1691090027,16620000,20000.0,5,0,1,3,77.20239
3,1691090025,18500000,20000.0,5,0,1,2,85.93527
3,1691090023,9240000,20000.0,5,0,1,1,42.921185
1,1692770370,23051593,26713.0,5,0,1,3,80.175285
1,1692770369,14912376,23237.0,5,0,1,2,59.643726
1,1692770367,8100060,21251.0,5,0,1,1,35.39604
4,1692699919,13450000,18126.0,1,2,7,2,68.93403
0,1692470296,40000,75.0,3,0,12,1,49.052784
0,1692356528,60000,79.0,3,0,12,2,70.42047
7,1692227371,5200000,10608.0,5,0,1,2,45.52247
7,1692227365,3550000,9579.0,5,0,1,1,34.37411
7,1692227359,4335000,7129.0,5,0,1,2,56.485023
7,1692227354,2415000,5669.0,5,0,1,1,39.57668
7,1692227348,3685000,5812.0,5,0,1,2,58.9005
7,1692227343,2477000,5911.0,5,0,1,1,38.926357
7,1692227337,3324213,6968.0,5,0,1,2,44.31473
7,1692227331,2314686,6188.0,5,0,1,1,34.745724
7,1692227309,3012000,5619.0,6,0,1,2,49.79601
7,1692227304,2080000,5402.0,6,0,1,1,35.767654
7,1692227281,1927000,9740.0,6,0,1,1,18.301891
7,1692227275,2877000,8709.0,6,0,1,1,30.65799
7,1692176925,4450000,8333.0,5,0,1,2,49.610203
7,1692176923,3310000,7918.0,5,0,1,1,38.833454
1,1691759303,12500000,14060.0,1,1,12,2,82.59077
1,1691758699,7500000,10885.0,1,1,9,1,64.01017
3,1691752367,35000,33.0,1,4,17,2,96.99073
4,1680340019,3250000,4642.0,6,2,1,1,65.0321
4,1691408113,18000000,12857.0,1,3,16,3,130.0642
3,1691233184,11600000,15384.0,1,4,6,2,70.04886
3,1691232983,6900000,14345.0,1,4,6,1,44.686344
0,1691040232,0,0.0,5,0,1,2,53.32632
0,1691040231,0,0.0,5,0,1,1,36.603783
0,1691039722,0,0.0,5,0,1,2,49.331493
0,1691039720,0,0.0,5,0,1,1,35.67475
0,1691039285,0,0.0,5,0,1,3,92.903
0,1691039283,0,0.0,5,0,1,2,62.059204
0,1691038514,0,0.0,5,0,1,3,70.60628
0,1691038512,0,0.0,5,0,1,2,49.052784
0,1691037978,0,0.0,5,0,1,3,91.32365
0,1691037976,0,0.0,5,0,1,2,65.68242
4,1690328041,8500030,15758.0,5,0,1,2,50.07472
4,1690328036,5500180,16175.0,5,0,1,1,31.58702
4,1690328006,17700000,9567.0,6,0,1,3,171.87054
4,1690328000,13900000,11209.0,6,0,1,2,115.19972
4,1690327994,17000000,16488.0,5,0,1,3,95.78299
4,1690327988,11000000,16417.0,5,0,1,2,62.24501
4,1690327983,9000000,8571.0,5,0,1,2,97.54815
4,1690327978,5509011,7984.0,5,0,1,1,64.10307
4,1690327973,6000000,15947.0,6,0,1,1,36.325073
4,1690327967,19712424,21546.0,6,0,1,3,103.308136
4,1690327961,13500000,18736.0,6,0,1,2,77.10949
4,1690327955,10076514,16050.0,6,0,1,2,64.38178
4,1690327950,6000000,15480.0,6,0,1,1,39.762486
1,1690240197,28233406,24315.0,5,0,1,3,107.86038
1,1690240196,14942340,178416.0,5,0,1,2,62.24501
1,1690240194,10727338,22279.0,5,0,1,1,44.686344
1,1690240139,56811224,32408.0,5,0,1,4,162.85896
1,1690240138,50589574,32408.0,5,0,1,3,145.02158
1,1690240136,24970192,26037.0,5,0,1,2,89.09398
1,1690240110,36725000,25000.0,5,0,1,4,136.4745
1,1690240108,26042618,17837.0,5,0,1,3,135.63838
1,1690240107,23000000,25000.0,5,0,1,2,85.47076
1,1690240073,23739284,21562.0,5,0,1,2,102.379105
1,1690240072,8294000,17512.0,5,0,1,1,44.407635
1,1690240045,19842540,17796.0,6,0,1,3,103.586845
1,1690240044,18113360,17620.0,6,0,1,2,95.50429
1,1690240042,8428032,16461.0,6,0,1,1,47.566338
1,1690239904,73000000,26795.0,5,0,1,5,252.88197
1,1690239903,49600000,26854.0,5,0,1,4,171.59184
1,1690239901,39000000,26804.0,5,0,1,3,135.17386
2,1690015084,145000000,40277.0,2,3,10,4,334.4508
0,1689878887,10500000,23333.0,6,0,8,1,41.80635
0,1689879083,14500000,23349.0,6,0,8,2,57.692764
4,1689666313,4850000,11547.0,2,3,5,1,60.38695
4,1689100326,6900000,6831.0,3,3,7,2,93.83203
1,1688729623,28700000,28387.0,1,0,12,3,93.924934
1,1688668947,19500000,15023.0,2,3,23,3,120.5881
1,1688383047,74999,52.0,1,1,6,3,133.13
1,1659591306,9600000,22911.0,1,0,5,1,38.926357
1,1688063700,14500000,18613.0,1,1,21,2,72.37144
1,1688029198,35000000,22026.0,1,2,11,3,147.62286
0,1680912740,8000000,21052.0,5,1,7,1,35.30314
1,1687939259,27500000,25000.0,2,1,14,3,102.1933
1,1687926094,12100000,12222.0,5,0,1,3,91.97397
1,1687926093,8700000,14262.0,5,0,1,2,56.67083
1,1687926091,5800000,13488.0,5,0,1,1,39.94829
1,1687926059,49900000,24460.0,6,0,1,4,189.52213
1,1687926058,23200000,22286.0,6,0,1,3,96.71202
1,1687926056,17200000,20975.0,6,0,1,2,76.18046
1,1687864316,33500000,28317.0,1,1,7,3,109.90425
0,1682361898,26100000,35558.0,2,0,12,2,112.50553
4,1666281117,75000,48.0,2,3,3,3,143.99965
8,1678628696,22000000,23404.0,1,3,5,2,87.32882
6,0,325000,144.0,6,0,11,4,209.03175
0,1683545223,100000,104.0,3,0,33,2,89.18688
4,1691771606,18500000,18612.0,5,0,1,3,86.306885
4,1691771603,13500000,18414.0,5,0,1,2,62.80243
4,1691771601,7000000,15653.0,5,0,1,1,39.112164
4,1691771460,21412061,18795.0,5,0,1,3,105.81652
4,1691771458,19305800,23256.0,5,0,1,2,77.10949
4,1691771456,14749469,29333.0,5,0,1,1,46.73021
4,1691771357,21679773,18203.0,5,0,1,3,110.64748
4,1691771355,17881088,17462.0,5,0,1,2,95.132675
4,1691771353,11140176,18444.0,5,0,1,1,56.11341
4,1691771133,22500000,27439.0,5,0,1,2,76.18046
4,1691771131,37500000,32051.0,5,0,1,3,108.69651
4,1691771128,22500000,27439.0,5,0,1,2,76.18046
4,1691770765,28000000,24976.0,5,0,1,3,104.144264
4,1691770764,19500000,31250.0,5,0,1,2,57.971474
4,1691770761,110000000,258720.0,5,0,1,1,39.483776
4,1691770563,38707305,20255.0,5,0,1,4,177.53763
4,1691770560,29546960,21520.0,5,0,1,3,127.55582
4,1691770557,19160955,15147.0,5,0,1,2,117.52229
4,1691770313,12447000,11899.0,5,0,1,3,85.65656
4,1691770308,9090501,10754.0,5,0,1,2,83.89141
4,1691770302,5006286,11103.0,5,0,1,1,45.15086
4,1691770150,8148362,11155.0,5,0,1,2,58.343082
4,1691770147,4799953,11176.0,5,0,1,1,37.1612
4,1691769679,12082709,11355.0,5,0,1,3,98.84879
4,1691769678,8312540,11354.0,5,0,1,2,68.005
4,1691769676,4973897,11345.0,5,0,1,1,40.691513
4,1691769567,16000000,11434.0,6,0,1,3,129.9713
4,1691769563,11000000,14340.0,6,0,1,2,72.46434
4,1691769475,6401000,16422.0,6,0,1,1,36.139267
1,1691482681,6200000,14418.0,1,0,19,1,39.94829
4,1689842877,5200,11.0,1,0,3,1,41.80635
4,1689843077,4801,17.0,1,0,11,1,37.1612
4,1689848275,6300000,5271.0,1,3,9,2,111.01909
6,1688991435,90000000,60769.0,3,1,10,2,137.58934
6,1691060488,140000000,51851.0,1,2,21,4,353.0314
2,1691059666,132500000,56989.0,1,2,6,4,215.99948
8,1665727227,19000000,18536.0,1,0,7,2,95.22558
4,1681208171,13000000,15294.0,1,2,10,2,120.30939
4,1688284621,300000,275.0,0,0,0,0,101.171364
8,1682495694,13500000,32451.0,3,0,6,1,38.647648
8,1682496230,32000000,42666.0,3,0,10,2,69.67725
4,1688728340,499000,458.0,0,0,0,0,101.171364
4,1683273009,500000,459.0,0,0,0,0,101.171364
0,1682667407,13600000,30155.0,5,0,11,1,57.59986
8,1691407849,28461000,26496.0,6,0,1,3,99.777824
8,1691407847,18841500,26473.0,6,0,1,2,66.05403
8,1691407774,14113200,22800.0,5,0,1,2,57.506958
8,1691407772,9694692,22338.0,5,0,1,1,40.3199
8,1691407688,13748400,22800.0,5,0,1,2,56.020508
8,1691407685,9018640,22832.0,5,0,1,1,36.696686
8,1691407459,10145430,11866.0,5,0,1,2,79.43207
8,1691407457,7900000,11844.0,5,0,1,1,61.9663
8,1691407367,10466400,19606.0,5,0,1,2,49.5173
8,1691407365,7800000,19827.0,5,0,1,1,36.78959
8,1691407170,33480000,27000.0,5,0,1,3,115.19972
8,1691407168,21700410,24943.0,5,0,1,2,80.82561
8,1691406755,18000018,29703.0,5,0,1,2,56.299217
8,1691406753,12500168,29206.0,5,0,1,1,39.762486
8,1691406682,27500000,27445.0,5,0,1,3,93.088806
8,1691406680,21300000,26804.0,5,0,1,2,70.97789
8,1688548075,8000000,19512.0,1,2,3,1,38.09023
1,1689424167,11000000,16369.0,1,0,25,2,62.430817
6,1688996251,126000000,80000.0,3,0,3,3,232.2575
4,1688390793,15000000,8547.0,2,4,18,3,163.04477
0,1692678642,52000,137.0,6,0,5,1,35.210236
0,1692127042,27500000,27500.0,3,0,7,2,92.903
0,1690228424,100000,88.0,2,0,20,2,104.98039
0,1689849540,53000,139.0,6,0,18,1,35.210236
0,1689151578,118000,94.0,1,0,20,2,116.12875
0,1689150647,38000000,19000.0,2,2,15,4,185.806
0,1689077151,17500000,17893.0,2,2,17,2,90.85913
1,1688821836,83000,42.0,1,1,8,3,181.16084
1,1691642416,0,0.0,5,0,1,1,21.088982
1,1691642414,0,0.0,5,0,1,1,41.24893
7,1691642094,0,0.0,5,0,1,2,83.148186
7,1691642092,0,0.0,5,0,1,1,62.24501
1,1680785515,92392762,30695.0,6,0,1,5,279.63803
1,1680785514,51322491,30695.0,6,0,1,4,155.33382
1,1680785512,41008880,30695.0,6,0,1,3,124.11841
1,1680785511,25477074,30695.0,6,0,1,2,77.10949
0,1680783810,29436450,29290.0,5,0,1,3,93.367516
0,1680783808,22913346,27213.0,5,0,1,2,78.22433
0,1680783807,18572686,35242.0,5,0,1,1,48.95988
0,1680783806,13063546,26023.0,5,0,1,1,46.637306
4,1692211547,46000,65.0,1,0,1,2,65.0321
4,1691387226,22230000,19000.0,5,0,1,3,108.69651
4,1691387224,16600080,19280.0,5,0,1,2,79.98949
8,1691560991,31155000,30993.0,5,0,1,3,93.367516
8,1691560989,22110900,31591.0,5,0,1,2,64.93919
1,1691470787,37500000,25000.0,5,0,1,4,139.3545
1,1691470785,39100000,28011.0,5,0,1,3,129.69258
4,1688905748,8000000,9411.0,3,0,1,2,78.96755
8,1692659459,24172064,27848.0,5,0,1,3,80.6398
8,1692659458,17377152,27848.0,5,0,1,2,57.971474
8,1692659456,11250592,27848.0,5,0,1,1,37.53281
8,1692659410,5980176,13707.0,5,0,1,3,40.505707
8,1692659409,5500000,13691.0,5,0,1,2,37.254105
8,1692659408,4160458,11780.0,5,0,1,1,32.794758
8,1692659388,0,0.0,5,0,1,3,85.47076
8,1692659387,0,0.0,5,0,1,2,61.59469
8,1692659385,0,0.0,5,0,1,1,38.554745
8,1692659364,0,0.0,5,0,1,3,100.79975
8,1692659362,0,0.0,5,0,1,2,53.88374
8,1692659361,0,0.0,5,0,1,1,34.0954
8,1692603952,27050670,28082.0,6,0,1,3,89.46559
8,1692603950,20056260,28100.0,6,0,1,2,66.33274
6,1692597112,186218752,60304.0,5,0,1,5,286.88446
6,1692597109,181825536,59189.0,5,0,1,4,285.398
6,1692597105,87557803,59041.0,5,0,1,3,137.77515
6,1692246743,210825000,75000.0,5,0,1,5,261.15033
6,1692246741,216825000,75000.0,5,0,1,4,268.58258
6,1692246739,177225000,74961.0,5,0,1,3,219.6227
4,1691490119,48900000,29973.0,5,0,1,4,151.5248
4,1691490117,33400000,29976.0,5,0,1,3,103.49394
4,1691490116,22300000,29151.0,5,0,1,2,70.97789
4,1691490012,27000000,14327.0,5,0,1,4,175.02925
4,1691490010,19900000,17652.0,5,0,1,3,104.70168
4,1691490008,13500000,15445.0,5,0,1,2,81.19722
4,1691489793,37009005,18385.0,5,0,1,4,187.01373
4,1691489790,22106250,19650.0,5,0,1,3,104.51588
4,1691489787,15203600,19900.0,5,0,1,2,70.97789
4,1690954893,8938813,17777.0,5,0,1,1,46.73021
4,1690954890,13071555,17079.0,5,0,1,2,71.07079
4,1690954888,5568440,15251.0,5,0,1,1,33.909595
1,1690240167,31073262,30372.0,5,0,1,3,87.88624
1,1690240166,18443202,24914.0,5,0,1,2,64.660484
1,1690240164,13297201,133194.0,5,0,1,1,55.648895
1,1687926307,48786238,41832.0,6,0,1,3,108.510704
1,1687926305,34877148,41884.0,6,0,1,2,77.574005
1,1687926302,19930895,41849.0,6,0,1,1,44.22183
2,1687942786,57499995,33983.0,3,0,7,4,157.19188
3,1688804207,31000,52.0,1,4,14,2,55.277287
3,1688802350,20500,44.0,1,2,11,1,42.549576
3,1688805570,28000,40.0,1,4,8,2,64.10307
4,1692211891,15000,12.0,1,1,27,2,112.877144
4,1691383637,45467708,30151.0,5,0,1,4,140.09772
4,1691383635,30000000,30150.0,5,0,1,3,92.438484
4,1691383633,21500000,29054.0,5,0,1,2,68.74822
7,1691090481,4800000,10300.0,6,1,15,1,43.292797
1,1689455091,6100000,14022.0,6,0,17,1,40.412804
4,1690610815,21679773,18203.0,5,0,1,3,110.64748
4,1690610811,11926546,17462.0,5,0,1,2,63.452747
4,1690610808,8299800,18444.0,5,0,1,1,41.80635
4,1690609112,15603170,16245.0,5,0,1,3,105.81652
4,1690609110,13351240,23253.0,5,0,1,2,53.32632
4,1690609107,9676454,29254.0,5,0,1,1,30.65799
4,1689616226,6200000,10586.0,2,0,2,1,57.042442
3,1685174214,5500000,5851.0,1,3,7,2,87.32882
4,1689179089,5100000,5828.0,2,2,1,2,81.29012
8,1688871624,6500000,20000.0,3,0,3,1,30.193476
4,1686757241,5800000,14146.0,1,1,3,1,38.09023
1,1681102350,6000000,18927.0,6,0,7,1,29.45025
4,1692166184,38865890,18385.0,5,0,1,4,196.39694
4,1692166183,25300000,19848.0,5,0,1,3,117.24358
4,1692166181,17412500,19900.0,5,0,1,2,81.29012
4,1692166038,12000000,13114.0,5,0,1,3,85.00625
4,1692166036,8854911,14055.0,5,0,1,2,58.52889
4,1692166034,5600000,14416.0,5,0,1,1,39.94829
1,1692795105,19500000,21573.0,5,0,1,3,79.89658
1,1692795104,13297201,22194.0,5,0,1,1,55.648895
1,1692795103,13500000,18485.0,5,0,1,2,68.562416
1,1692729587,41500000,27541.0,5,0,1,4,139.91191
1,1692729586,32808187,28814.0,5,0,1,3,105.72362
1,1692729585,22821069,30230.0,5,0,1,2,70.04886
1,1692769727,30700000,25000.0,5,0,1,3,114.084885
1,1692769726,21025000,25000.0,5,0,1,2,78.131424
1,1692769724,10825000,25000.0,5,0,1,1,40.226997
8,1682842948,10000000,24390.0,3,0,3,1,54.348255
4,1688716905,11800000,18437.0,2,3,9,2,98.941696
6,1691450770,29000000,38256.0,5,0,1,2,70.32757
6,1691450764,19700000,38252.0,5,0,1,1,47.845043
6,1691450742,25200000,30731.0,5,0,1,2,76.18046
6,1691450736,12600000,30731.0,5,0,1,1,38.09023
2,1691450731,33007708,47699.0,5,0,1,2,64.28888
2,1691450726,18999812,42986.0,5,0,1,1,41.063126
6,1691450685,82800000,30111.0,5,0,1,3,255.48325
6,1691450680,46500000,30117.0,5,0,1,2,143.53514
3,1691154855,19000,29.0,6,3,8,1,60.38695
6,1690360763,95000000,45739.0,6,0,34,4,192.95953
8,1690178020,8577500,23500.0,1,0,7,1,32.51605
8,1689672635,9200000,21545.0,5,0,7,1,39.669582
6,1685984371,63500000,40967.0,6,3,14,3,143.99965
1,1690480306,11999999,15189.0,6,1,25,2,73.39337
6,1684928485,290000,128.0,3,3,5,4,209.03175
1,1685609149,85000,62.0,1,1,15,3,125.60486
1,1685609492,39500000,30384.0,1,1,18,3,120.7739
1,1690176558,5500000,13888.0,2,0,7,1,51.09665
1,1689830788,23000,87.0,1,0,35,1,24.340586
1,1689667316,90000,64.0,1,1,9,3,130.0642
1,1689666643,9500000,17272.0,2,0,1,1,51.09665
1,1689101164,25000,59.0,1,0,33,1,39.112164
7,1688396912,3699000,7353.0,1,1,2,1,46.73021
1,1688411451,19200000,27042.0,1,0,27,2,65.96113
8,1685165787,29999900,28790.0,1,1,30,3,96.804924
8,1677596120,12300000,19838.0,3,3,4,2,57.59986
3,1691495474,25000,13.0,3,2,0,2,167.2254
0,1689410148,120000,121.0,1,1,16,3,91.602356
1,1689053357,8000000,19512.0,3,0,2,1,38.09023
1,1688616618,13000000,13000.0,1,0,4,0,92.903
8,1692358115,17122855,26424.0,5,0,1,3,60.108242
8,1692358114,14000000,26452.0,5,0,1,2,49.145687
8,1692358113,9000000,24884.0,5,0,1,1,33.537983
8,1692357991,41500000,26948.0,5,0,1,4,143.07062
8,1692357989,31287300,27445.0,5,0,1,3,105.90942
8,1692357987,21300000,26804.0,5,0,1,2,70.97789
4,1690914945,17500000,10233.0,1,3,6,3,158.86414
8,1691708529,19382000,22000.0,5,0,1,3,81.84754
8,1691708527,14100000,21455.0,5,0,1,2,60.944366
8,1691708526,12966426,24651.0,5,0,1,1,48.866978
5,1690518660,47390000,35000.0,5,0,1,4,125.790665
5,1690518658,34090000,35000.0,5,0,1,3,90.48752
5,1690518655,19721000,36975.0,5,0,1,2,49.5173
0,1688042207,13500000,29032.0,1,0,7,1,43.199894
6,1692644130,148000,123.0,1,0,57,2,111.4836
6,1688794742,151000,12.0,1,0,48,2,1115.6721
6,1681238813,198000,141.0,6,0,50,3,143.99965
0,1688715180,150000,100.0,2,1,17,3,139.3545
0,1690013838,80000,72.0,3,0,16,2,102.1933
8,1692401591,49240000,39987.0,6,0,1,3,114.363594
8,1692401586,35240000,40000.0,6,0,1,2,81.84754
7,1692399826,8406096,9596.0,5,0,1,3,81.383026
7,1692399825,6227804,9593.0,5,0,1,2,60.29405
7,1692399823,4183856,9600.0,5,0,1,1,40.505707
3,1692399799,12334950,18274.0,5,0,1,2,62.709526
3,1692399798,7638532,18274.0,5,0,1,1,38.833454
7,1692399777,4324383,7443.0,5,0,1,2,53.976643
7,1692399776,3498210,7443.0,5,0,1,1,43.66441
7,1692399760,6421120,10156.0,5,0,1,2,58.714695
7,1692399758,4488952,10162.0,5,0,1,1,40.970222
7,1692399739,12011675,14215.0,5,0,1,3,78.50304
7,1692399738,9239750,14209.0,5,0,1,2,60.38695
7,1692399736,6595760,14219.0,5,0,1,1,43.014088
7,1692399711,7100000,10518.0,6,0,1,3,62.709526
7,1692399710,6798750,12950.0,6,0,1,2,48.774075
7,1692399708,4329000,10307.0,6,0,1,1,39.01926
8,1692399686,15642576,18893.0,5,0,1,3,76.92368
8,1692399684,10881792,18892.0,5,0,1,2,53.512127
8,1692399682,7575692,18883.0,5,0,1,1,37.254105
3,1692399643,19382130,20841.0,5,0,1,3,86.39979
3,1692399641,11115280,16346.0,5,0,1,2,63.17404
3,1692399640,8052000,16500.0,5,0,1,1,45.336662
3,1692299586,15347790,16503.0,5,0,1,3,86.39979
3,1692299583,11222040,16503.0,5,0,1,2,63.17404
3,1692299579,7959768,16311.0,5,0,1,1,45.336662
8,1692298591,30976770,27907.0,5,0,1,3,103.12233
8,1692298589,20734901,27907.0,5,0,1,2,69.02693
8,1692298587,12139545,27907.0,5,0,1,1,40.412804
3,1692298417,19220000,20004.0,5,0,1,3,89.279785
3,1692298415,12822400,20038.0,5,0,1,2,59.45792
3,1692298414,9900000,19992.0,5,0,1,1,45.986984
7,1692313400,14121195,18605.0,5,0,1,3,70.513374
7,1692313399,10642060,18605.0,5,0,1,2,53.140514
7,1692313397,8911795,18605.0,5,0,1,1,44.500538
4,1692247462,49300000,38960.0,5,0,1,4,117.52229
4,1692247460,41606076,38956.0,5,0,1,3,99.220406
4,1692247455,28437864,39063.0,5,0,1,2,67.633385
7,1692227789,6831424,11069.0,5,0,1,2,57.32115
7,1692227788,4212710,9797.0,5,0,1,1,39.94829
3,1692227771,13000000,15719.0,5,0,1,3,77.20239
3,1692227770,13193275,14421.0,5,0,1,2,85.93527
3,1692227768,6951252,15277.0,5,0,1,1,42.921185
8,1692227581,23325216,24708.0,5,0,1,3,87.70043
8,1692227576,15994730,23014.0,5,0,1,2,64.56759
8,1692227570,10197383,24691.0,5,0,1,1,38.36894
8,1691796537,91900000,50000.0,5,0,1,4,170.7557
8,1691796532,60800000,50000.0,5,0,1,3,112.97005
8,1691796527,45000000,52325.0,5,0,1,2,79.89658
8,1691796523,53478663,39970.0,5,0,1,4,124.21131
8,1691796519,46700000,39950.0,5,0,1,3,108.510704
8,1691796516,30600000,39893.0,5,0,1,2,71.2566
6,1691709078,138440962,63881.0,5,0,1,4,201.2279
6,1691709077,106879255,58060.0,5,0,1,3,171.03442
6,1691709075,67364794,57635.0,5,0,1,2,108.510704
5,1691557975,39046400,24404.0,5,0,1,4,148.6448
5,1691557972,30457440,29286.0,5,0,1,3,96.61912
5,1691557969,20125868,29338.0,5,0,1,2,63.731457
5,1691557700,36135022,43748.0,5,0,1,2,76.64497
5,1691557695,18999930,43648.0,5,0,1,1,40.412804
0,1691499143,56950023,33437.0,5,0,1,3,158.2138
0,1691499129,35983458,33602.0,5,0,1,2,99.499115
0,1691499111,18000240,33544.0,5,0,1,1,49.79601
8,1691388088,30337710,28353.0,5,0,1,3,99.40621
8,1691388085,20271600,28155.0,5,0,1,2,66.89016
8,1691388083,12700000,29952.0,5,0,1,1,39.390873
6,1691104391,210825000,75000.0,5,0,1,5,261.15033
6,1691104390,163575000,75000.0,5,0,1,4,202.62144
6,1691104388,125175000,75000.0,5,0,1,3,155.0551
6,1691104350,96743292,51520.0,5,0,1,4,174.37894
