CITY,POSTING_DATE,MAX_PRICE,PRICE_SQFT,AGE,BALCONY_NUM,FLOOR_NUM,BEDROOM_NUM,MAX_AREA_SQFT
0,1681384759,16000000,24778.0,5,0,1,2,59.922436
0,1681384757,12338160,26522.0,5,0,1,1,47.28763
0,1681381211,51714680,37556.0,6,0,1,3,127.92743
0,1681381210,28675857,29623.0,6,0,1,2,89.93011
0,1681381208,12400000,26788.0,6,0,1,1,43.014088
0,1681843667,66500000,34299.0,5,0,1,4,181.34665
0,1681843666,39000000,31588.0,5,0,1,3,112.69134
7,1689071973,2500000,5274.0,1,1,5,1,62.709526
4,1692424220,27425120,15152.0,6,0,1,3,168.15443
4,1692424218,19773939,13857.0,6,0,1,2,132.57259
4,1687893651,35000000,13725.0,1,4,15,4,236.90265
0,1681390308,28700000,20500.0,6,0,1,3,130.0642
0,1681390306,24319668,29371.0,6,0,1,2,76.92368
0,1681390304,16900000,31123.0,6,0,1,1,50.446327
0,1685402739,29168973,55400.0,5,0,1,3,97.82686
0,1685402739,24127422,55400.0,5,0,1,2,80.91851
0,1685402730,66500000,34299.0,5,0,1,4,181.34665
0,1685402729,39000000,31588.0,5,0,1,3,112.69134
0,1685402536,196372645,114503.0,6,0,1,3,159.32864
0,1685402534,32178840,48208.0,6,0,1,2,124.025505
0,1685402509,42000000,90000.0,5,0,1,3,130.0642
0,1685402508,26760000,210000.0,5,0,1,2,82.86948
0,1685402498,18200000,13000.0,6,0,1,3,130.0642
0,1685402497,11800000,12291.0,6,0,1,2,89.18688
0,1685402463,60463240,30692.0,5,0,1,4,183.0189
0,1685402462,38841140,221283.0,5,0,1,3,146.78674
6,1688550280,78819735,59041.0,5,0,1,3,124.025505
6,1688550246,182315520,59040.0,5,0,1,5,286.88446
6,1688550244,117371520,59040.0,5,0,1,4,184.69116
6,1688549926,42837273,50337.0,5,0,1,2,79.060455
6,1688549885,96743292,51518.0,5,0,1,4,174.37894
6,1688549881,83811450,57801.0,5,0,1,3,134.70935
6,1688549596,204072750,30233.0,5,0,1,5,627.0953
6,1688549593,171723440,30233.0,5,0,1,4,527.689
6,1688549591,89187350,30233.0,5,0,1,3,274.06384
6,1688549126,123899600,63798.0,5,0,1,4,180.41763
6,1688549124,106299000,63494.0,5,0,1,3,155.51962
6,1688549121,54096000,58800.0,5,0,1,2,85.47076
6,1688548935,121994574,27682.0,5,0,1,4,409.42352
6,1688548932,76387600,20102.0,5,0,1,3,353.0314
6,1688548928,76387600,20102.0,5,0,1,3,353.0314
0,1682415840,375000,104.0,2,2,19,4,334.4508
4,1667308092,8000000,2915.0,3,3,0,4,254.92583
1,0,27300000,10732.0,3,4,11,4,228.54138
0,1691494429,68000,106.0,1,0,13,2,59.45792
1,1686914387,7500000,12500.0,3,0,0,1,59.45792
1,1688634150,22000000,21611.0,5,0,1,3,94.57526
1,1688634148,14676110,14676.0,5,0,1,2,92.903
1,1685768015,31347796,21709.0,6,0,1,4,134.15193
1,1685768014,27483594,19353.0,6,0,1,3,117.6152
1,1685768013,15956115,108545.0,6,0,1,2,68.28371
1,1685768012,7899998,17713.0,6,0,1,1,41.43474
7,1690363228,0,0.0,5,0,1,2,51.09665
7,1690363227,0,0.0,5,0,1,1,44.59344
5,1690559473,23000000,28395.0,2,0,1,2,75.25143
0,1681285962,51810044,37601.0,5,0,1,3,127.92743
0,1681285961,25819974,26645.0,5,0,1,2,89.93011
0,1681285960,12440768,26835.0,5,0,1,1,43.014088
1,1680785872,17121972,21756.0,5,0,1,3,73.11466
1,1680785871,14730696,22523.0,5,0,1,2,60.75856
1,1680785870,12586085,24439.0,5,0,1,1,47.845043
1,1680784571,0,0.0,6,0,1,3,80.26819
1,1680784569,0,0.0,6,0,1,2,72.65015
1,1680784567,0,0.0,6,0,1,1,48.123753
1,1680784156,48786238,41134.0,6,0,1,3,108.510704
1,1680784154,34877148,41161.0,6,0,1,2,77.574005
1,1680784153,19882063,38127.0,6,0,1,1,44.22183
1,1680784110,0,0.0,5,0,1,3,95.78299
1,1680784108,0,0.0,5,0,1,2,63.17404
1,1680784107,0,0.0,5,0,1,1,41.713448
1,1680784097,28233406,24318.0,5,0,1,3,107.86038
1,1680784095,13200001,151539.0,5,0,1,2,62.24501
1,1680784094,10727338,22302.0,5,0,1,1,44.686344
1,1680783867,56811224,32408.0,5,0,1,4,162.85896
1,1680783866,50589574,32408.0,5,0,1,3,145.02158
1,1680783865,24970192,26037.0,5,0,1,2,89.09398
0,1680783745,56924424,45576.0,5,0,1,3,116.03585
0,1680783744,37053288,45576.0,5,0,1,2,75.530136
0,1680783742,24474532,45576.0,5,0,1,1,49.888912
1,1680779957,28533225,24324.0,5,0,1,3,108.97522
1,1680779955,17708600,24324.0,5,0,1,2,67.633385
1,1680779952,10313800,24322.0,5,0,1,1,39.390873
1,1680779890,17300000,20473.0,5,0,1,3,78.50304
1,1680779888,13500000,19396.0,5,0,1,2,64.660484
1,1680779886,13297201,22119.0,5,0,1,1,55.648895
0,1680779832,31932488,26789.0,6,0,1,3,110.74038
0,1680779830,23031840,29528.0,6,0,1,2,72.46434
0,1680779828,12618014,26784.0,6,0,1,1,43.757313
7,1687755508,1950001,431.0,0,0,0,0,419.92157
1,1688646053,21118500,85500.0,5,0,1,2,68.841125
1,1688646051,14107500,114000.0,5,0,1,1,45.986984
1,1688642806,20126698,24103.0,6,0,1,3,77.574005
1,1688642804,18971208,26871.0,6,0,1,2,65.589516
1,1688636806,42500000,16068.0,6,0,1,4,245.72844
1,1688636804,17000000,15044.0,6,0,1,2,104.98039
1,1688636133,37500000,21355.0,6,0,1,4,163.13766
1,1688636132,26000000,20265.0,6,0,1,3,119.19455
4,1687315384,7000000,15418.0,3,1,4,1,42.177963
8,1663735731,7700000,17660.0,3,1,7,1,40.505707
7,1692180297,6570000,9958.0,5,0,1,2,60.66566
7,1692180295,4525000,9596.0,5,0,1,1,43.3857
1,1667908176,5800000,19333.0,3,0,3,1,27.22058
2,1686383424,7500000,27777.0,1,0,0,1,25.08381
7,1677438294,2500000,4545.0,1,3,1,1,51.09665
1,1690865417,7300000,16114.0,1,0,3,1,42.08506
7,1686221187,497900,414.0,1,1,0,3,371.612
3,1684472247,6999000,14581.0,3,2,3,1,44.59344
8,1686277860,22500000,20454.0,3,1,1,2,102.1933
4,1684780457,9200000,17037.0,3,3,1,2,88.25785
0,1685618220,58700000,54001.0,3,0,2,3,116.12875
0,1690829786,21500000,24431.0,2,3,4,3,107.76748
8,1681153390,5700000,21509.0,3,0,1,1,24.619295
0,1690883549,105000000,45652.0,3,0,3,5,213.6769
8,1686743178,30000000,29126.0,1,1,22,3,143.99965
5,1689160485,36000000,36000.0,3,1,5,3,116.407455
4,1691191279,51518841,33256.0,5,0,1,4,143.90675
4,1691191277,43671744,28653.0,5,0,1,3,141.58417
4,1691191276,21176100,29074.0,5,0,1,2,67.633385
4,1691190989,13071555,17077.0,5,0,1,2,71.07079
4,1691190987,5551650,15205.0,5,0,1,1,33.909595
4,1691190986,8894549,17711.0,5,0,1,1,46.73021
2,1691148996,114000000,60000.0,5,0,1,4,176.5157
2,1691148994,108000000,60000.0,5,0,1,3,167.2254
2,1691148991,45600000,60000.0,5,0,1,2,70.60628
8,1691148910,42401655,32895.0,5,0,1,3,119.75197
8,1691148908,24451200,33960.0,5,0,1,2,66.89016
8,1691148906,15586775,34106.0,5,0,1,1,42.456673
4,1691145508,12000000,13114.0,5,0,1,3,85.00625
4,1691145507,7500000,16059.0,5,0,1,2,43.3857
4,1691145505,5112486,15828.0,5,0,1,1,30.00767
8,1691145375,21613942,22538.0,5,0,1,3,89.09398
8,1691145373,15634200,22020.0,5,0,1,2,65.96113
8,1691145372,9341853,20899.0,5,0,1,1,41.52764
5,1691144514,22906123,25423.0,5,0,1,3,83.705605
5,1691144514,17923215,25423.0,5,0,1,2,65.49661
5,1691144513,10576271,25423.0,5,0,1,1,38.647648
6,1691143366,98439165,43828.0,5,0,1,4,203.92209
6,1691143364,76810020,42482.0,5,0,1,3,170.7557
6,1691143363,42500000,47890.0,5,0,1,2,82.03335
0,1690439077,29436450,29290.0,5,0,1,3,93.367516
0,1690439075,22913346,27213.0,5,0,1,2,78.22433
0,1690439074,18572686,35242.0,5,0,1,1,48.95988
0,1690439072,13063546,26023.0,5,0,1,1,46.637306
0,1690438232,69242780,33613.0,5,0,1,5,191.38017
0,1690438230,47932138,33613.0,5,0,1,4,132.47968
0,1690438228,37982690,33613.0,5,0,1,3,104.98039
0,1690438226,30689079,33613.0,5,0,1,2,84.82044
0,1690374576,77320672,39610.0,5,0,1,4,181.34665
0,1690374574,44600000,32462.0,5,0,1,3,112.69134
0,1690374572,25000000,25604.0,5,0,1,2,83.79851
2,1690265367,400000,208.0,5,1,6,4,178.65247
2,1689315913,60000000,36363.0,3,0,4,4,153.28995
2,1688451882,90000,132.0,3,0,7,2,63.17404
7,0,4050000,6363.0,6,1,7,1,61.31598
5,1689846454,109000000,54016.0,5,0,1,4,187.38535
5,1689846453,69000000,51086.0,5,0,1,3,125.41905
5,1689846450,0,0.0,5,0,1,2,49.888912
8,1691752862,30000000,27803.0,3,0,6,2,100.24234
0,1688158451,14200000,17341.0,3,3,5,2,83.6127
2,1687718622,23500000,26111.0,3,0,3,2,83.6127
5,1678442324,160000000,608365.0,3,0,0,6,262.9155
8,0,340000,108.0,1,0,40,4,300.0767
7,0,3000000,4196.0,6,1,3,2,66.425644
6,1692940606,0,0.0,5,0,1,5,179.86021
6,1692940604,89900000,58835.0,5,0,1,4,141.95578
3,1692918402,0,0.0,5,0,1,1,33.72379
3,1692918376,6177600,13184.0,5,0,1,1,43.478603
3,1692918314,3275000,13905.0,5,0,1,1,21.832205
4,1692874993,4800000,11737.0,5,0,1,1,38.36894
0,1692854628,72600000,45431.0,5,0,1,4,148.459
0,1692854626,58000000,45548.0,5,0,1,3,118.26552
6,1692854589,174900000,63026.0,5,0,1,4,257.80582
6,1692854586,115000000,63291.0,5,0,1,3,168.80475
5,1692854016,39700000,39662.0,5,0,1,3,92.903
5,1692854014,30900000,37373.0,5,0,1,2,76.73788
6,1692853930,161600000,65004.0,5,0,1,4,230.95686
6,1692853928,112000000,65078.0,5,0,1,3,159.88606
1,1692595851,4000000,11799.0,5,0,1,1,31.494118
8,1692595743,37947292,35264.0,5,0,1,3,99.96363
0,1692350490,14800000,24749.0,5,0,1,2,55.555992
0,1692350488,11607260,24384.0,5,0,1,1,44.22183
0,1692345318,12000000,20000.0,5,0,1,2,55.7418
0,1692345316,8740000,20000.0,5,0,1,1,40.59861
4,1692297634,36000000,80178.0,5,0,1,3,41.713448
1,1692276053,9163293,13690.0,5,0,1,2,62.152107
1,1692276051,6066963,12544.0,5,0,1,1,44.87215
0,1692253203,15340293,23349.0,5,0,1,2,61.03727
0,1692253201,10829780,23542.0,5,0,1,1,42.73538
0,1692165818,16359222,26293.0,5,0,1,2,57.785667
0,1692165816,9100000,26272.0,5,0,1,1,32.14444
0,1691821180,37000000,30428.0,5,0,1,3,112.97005
0,1691821178,24300000,30426.0,5,0,1,2,74.1366
1,1691733990,8576431,12557.0,5,0,1,2,63.452747
1,1691733988,5499966,12557.0,5,0,1,1,40.691513
0,1691498409,14975408,23770.0,5,0,1,2,58.52889
4,1691135949,62067225,49092.0,5,0,1,2,117.52229
4,1691090199,75000210,42373.0,5,0,1,3,164.43831
4,1691127138,17000000,21091.0,5,0,1,2,74.87982
4,1691126180,120000000,38114.0,5,0,1,4,274.43546
4,1690979270,62067225,49065.0,5,0,1,2,117.52229
4,1690971502,62067225,49069.0,5,0,1,2,117.52229
4,1690916730,120000000,38114.0,5,0,1,4,274.43546
4,1690915698,75000210,42373.0,5,0,1,3,164.43831
6,1690586454,0,0.0,5,0,1,1,49.23859
6,1690548224,37587664,84848.0,5,0,1,2,82.31206
8,1690546535,20199997,30149.0,5,0,1,2,62.24501
8,1690542569,18641798,28331.0,5,0,1,2,61.130173
5,1690358670,0,0.0,5,0,1,3,102.1933
5,1690358668,28600000,46504.0,5,0,1,2,57.135345
5,1690358666,20100000,39334.0,5,0,1,1,47.473434
4,1690185872,38800000,18954.0,5,0,1,4,190.17244
4,1690185871,24300000,19252.0,5,0,1,3,117.24358
4,1690185869,16900000,19308.0,5,0,1,2,81.29012
4,1690185867,38800000,18954.0,5,0,1,4,190.17244
4,1690185865,22300000,18994.0,5,0,1,3,109.06812
4,1690185863,16900000,19348.0,5,0,1,2,81.29012
4,1690185498,38707305,20255.0,5,0,1,4,177.53763
4,1690185496,22906560,20549.0,5,0,1,3,103.49394
4,1690185494,15082200,16200.0,5,0,1,2,86.49269
4,1690185493,38800000,20303.0,6,0,1,4,177.53763
4,1690185491,23107224,19208.0,6,0,1,3,111.76231
4,1690185489,14538496,15616.0,6,0,1,2,86.49269
1,1689245469,5300000,9760.0,2,0,7,1,50.446327
1,1689265810,5500000,13033.0,1,2,7,1,39.205067
4,1689235442,17000000,21091.0,5,0,1,2,74.87982
4,1689235365,68077740,307696.0,5,0,1,3,164.43831
1,1685769126,59476004,32201.0,6,0,1,4,171.59184
1,1685769125,43143063,29651.0,6,0,1,3,135.17386
1,1685769076,11400000,17619.0,5,0,1,2,60.108242
1,1685769074,7800000,16283.0,5,0,1,1,44.500538
1,1685768474,13936329,22277.0,5,0,1,2,58.25018
1,1685768473,10333908,88442.0,5,0,1,1,43.478603
1,1685768416,24457280,26584.0,5,0,1,3,85.47076
1,1685768414,16774504,26584.0,5,0,1,2,58.62179
1,1685768281,26884764,25173.0,5,0,1,3,99.220406
1,1685768280,18119607,23873.0,5,0,1,2,70.513374
1,1685767945,28528735,19540.0,6,0,1,3,135.63838
1,1685767944,16590166,18032.0,6,0,1,2,85.47076
1,1685767794,15355841,22817.0,5,0,1,2,62.52372
1,1685767792,11476951,68451.0,5,0,1,1,46.73021
1,1685767486,21040000,80000.0,5,0,1,3,97.733955
1,1685767485,12800000,20000.0,5,0,1,2,59.45792
0,1685191614,68328702,35477.0,5,0,1,4,178.93118
0,1685191610,50200000,35477.0,5,0,1,3,131.45775
0,1685191286,20000000,30441.0,5,0,1,2,61.03727
0,1685191282,13241835,30441.0,5,0,1,1,40.412804
0,1685191193,14232945,46588.0,5,0,1,2,56.763733
0,1685191192,9574043,46588.0,5,0,1,1,38.183132
0,1685184447,61144090,28177.0,5,0,1,4,201.5995
0,1685184446,31700000,28701.0,5,0,1,3,104.70168
0,1685184146,31931457,26301.0,5,0,1,3,98.75589
0,1685184144,25575001,28012.0,5,0,1,2,84.82044
0,1685183952,63971914,30090.0,6,0,1,4,197.51178
0,1685183950,35000000,21148.0,6,0,1,3,153.75447
1,1684451241,21073874,28825.0,6,0,1,2,67.912094
1,1684451234,0,0.0,6,0,1,3,176.05118
1,1684451228,57500000,18282.0,6,0,1,4,292.17993
1,1684451201,8699670,13809.0,6,0,1,1,58.52889
1,1684451196,0,0.0,6,0,1,3,125.60486
1,1684451190,43814425,17525.0,6,0,1,4,232.2575
1,1684451148,35350960,18269.0,6,0,1,2,179.7673
1,1684451124,9425000,29000.0,6,0,1,1,60.38695
1,1684451108,15247256,16483.0,6,0,1,2,85.93527
1,1684451103,16000000,16016.0,6,0,1,2,92.8101
1,1684348358,18000000,25107.0,6,0,1,2,65.2179
4,1677822383,60391800,43137.0,5,0,1,4,130.0642
4,1677822381,48744810,43137.0,5,0,1,3,104.98039
4,1677822033,25677250,27028.0,5,0,1,3,88.25785
4,1677822032,18000000,26470.0,5,0,1,2,63.17404
4,1677821973,25000000,26315.0,6,0,1,3,88.25785
4,1677821972,20000000,26666.0,6,0,1,2,69.67725
4,1677821890,40000000,26666.0,6,0,1,4,139.3545
4,1677821889,30000000,30000.0,6,0,1,3,92.903
4,1677821887,25500001,36428.0,6,0,1,2,65.0321
4,1677821654,43200000,27000.0,6,0,1,4,148.6448
4,1677821652,30000000,30000.0,6,0,1,3,92.903
4,1677821651,22500000,28125.0,6,0,1,2,74.3224
4,1677821586,45159390,17606.0,6,0,1,4,238.29619
4,1677821584,30000000,17605.0,6,0,1,3,158.30672
4,1677821581,21356078,17606.0,6,0,1,2,112.69134
4,1677817804,46717000,31000.0,5,0,1,4,140.00482
4,1677817802,35000000,32258.0,5,0,1,3,100.79975
4,1677817801,21000000,28150.0,5,0,1,2,69.30564
4,1677817702,45467708,30151.0,5,0,1,4,140.09772
4,1677817701,30000000,30150.0,5,0,1,3,92.438484
4,1677817700,21500000,29054.0,5,0,1,2,68.74822
4,1677817125,30000000,25862.0,5,0,1,3,107.76748
4,1677817124,21000000,31818.0,5,0,1,2,61.31598
4,1677817122,30000000,25862.0,6,0,1,3,107.76748
4,1677817121,21000000,31818.0,6,0,1,2,61.31598
4,1677821524,60000000,22010.0,5,0,1,4,253.25357
4,1677821523,40000230,27435.0,5,0,1,3,135.45258
8,1691191304,23305258,27201.0,5,0,1,3,79.52497
8,1691191303,18751288,25828.0,5,0,1,2,66.61145
8,1691191302,10371700,25051.0,5,0,1,1,39.390873
7,1691191107,13000003,11588.0,5,0,1,3,100.33524
7,1691191105,8222500,10852.0,5,0,1,2,66.425644
7,1691191104,5900000,10725.0,5,0,1,1,47.473434
1,1691191048,19842138,17795.0,6,0,1,3,103.586845
1,1691191046,14806582,14608.0,6,0,1,2,95.50429
1,1691191044,8428032,16461.0,6,0,1,1,47.566338
7,1691190924,12977571,11872.0,6,0,1,3,101.54298
7,1691190922,9333069,13543.0,6,0,1,2,64.01017
7,1691190921,8408910,14101.0,6,0,1,1,55.37019
1,1691190823,23600000,21994.0,5,0,1,3,99.68492
1,1691190822,15600000,22222.0,5,0,1,2,65.2179
1,1691190820,10300000,26342.0,5,0,1,1,36.325073
5,1691190796,28842000,28500.0,5,0,1,3,94.01784
5,1691190794,17299500,28500.0,5,0,1,2,56.299217
5,1691190793,12696319,28922.0,5,0,1,1,40.691513
7,1691190618,11684680,10072.0,6,0,1,3,107.76748
7,1691190617,11408950,11948.0,6,0,1,2,81.84754
7,1691190615,8411000,12157.0,6,0,1,1,60.108242
8,1691148737,24400000,24409.0,5,0,1,3,91.50945
8,1691148736,17500000,23858.0,5,0,1,2,68.1908
8,1691148735,10700000,25052.0,5,0,1,1,38.36894
0,1691147824,29388480,28011.0,5,0,1,3,98.10557
0,1691147822,25823232,29431.0,5,0,1,2,73.57918
0,1691147820,16000000,24729.0,5,0,1,1,60.108242
7,1691145209,9719784,10592.0,5,0,1,3,85.28495
7,1691145207,7391781,10337.0,5,0,1,2,62.152107
7,1691145205,4491604,10341.0,5,0,1,1,43.292797
1,1691144364,40000001,23923.0,5,0,1,4,155.33382
1,1691144362,34576724,26455.0,5,0,1,3,121.42422
1,1691144360,18900001,22771.0,5,0,1,2,77.10949
1,1691144157,13000001,13131.0,5,0,1,3,91.97397
1,1691144155,11295504,14267.0,5,0,1,2,73.57918
1,1691144153,6739817,13578.0,5,0,1,1,46.079887
0,1691143282,108680000,40000.0,6,0,1,4,252.41745
0,1691143280,98672990,36478.0,6,0,1,3,251.30261
0,1691143278,63710340,40323.0,6,0,1,2,146.78674
0,1691141437,51714680,37556.0,6,0,1,3,127.92743
0,1691141435,28675857,29623.0,6,0,1,2,89.93011
0,1691141433,12400000,26788.0,6,0,1,1,43.014088
0,1691141264,23500000,26374.0,5,0,1,3,82.77657
0,1691141262,19000000,25630.0,5,0,1,2,68.74822
0,1691141261,14200000,25585.0,5,0,1,1,51.561165
0,1691138641,51468200,36439.0,5,0,1,3,130.0642
0,1691138638,35175000,34383.0,5,0,1,2,97.54815
0,1691138636,22212000,36000.0,5,0,1,1,57.32115
1,1679488252,60000,53.0,2,3,14,3,104.05136
0,1686824065,65000000,30625.0,6,0,1,3,185.806
0,1686823588,73500000,38321.0,6,0,1,3,166.29637
0,1686823223,70000000,38741.0,6,0,1,3,157.47058
5,1691494271,49707200,31067.0,5,0,1,4,148.6448
5,1691494268,30700000,29324.0,5,0,1,3,96.61912
5,1691494265,39046400,24404.0,5,0,1,4,148.6448
5,1691494263,25380160,24404.0,5,0,1,3,96.61912
8,1691489023,28457574,25206.0,5,0,1,3,104.88749
8,1691489021,23542404,25206.0,5,0,1,2,86.7714
8,1691489020,39468259,33269.0,6,0,1,3,104.88749
8,1691489018,23411606,26398.0,6,0,1,2,86.7714
1,1691479997,32209094,27272.0,5,0,1,4,109.718445
1,1691479996,34597980,25718.0,5,0,1,3,127.27711
1,1691479994,25999980,22737.0,5,0,1,2,105.90942
1,1691479992,10372861,20220.0,5,0,1,1,47.65924
1,1691474059,31347796,21709.0,6,0,1,4,134.15193
1,1691474057,27483594,21709.0,6,0,1,3,117.6152
1,1691474055,15956115,21709.0,6,0,1,2,68.28371
1,1691474053,9300000,20852.0,6,0,1,1,41.43474
4,1691327673,12500000,11649.0,2,1,3,2,99.68492
0,1687685141,8600000,21078.0,5,0,8,1,37.904423
5,1692606891,27000000,29508.0,5,0,1,3,85.00625
5,1692606889,22500000,32042.0,5,0,1,2,59.550823
5,1692606887,11700000,29479.0,5,0,1,1,38.09023
6,1678792512,250825000,89229.0,5,0,1,5,261.15033
6,1678792511,215475000,75000.0,5,0,1,4,266.9103
6,1678792510,177225000,75000.0,5,0,1,3,219.52979
0,1676698032,22000000,29216.0,5,0,7,3,69.955956
7,0,5900000,5550.0,1,4,7,2,100.33524
4,1689582143,22875000,25000.0,5,0,1,3,85.00625
4,1689582141,16875000,25000.0,5,0,1,2,62.709526
4,1689582081,23219742,25718.0,5,0,1,3,83.89141
4,1689582079,14543391,21736.0,5,0,1,2,62.152107
4,1689581541,16900000,21419.0,5,0,1,3,73.30047
4,1689581538,15000104,27076.0,5,0,1,2,51.46826
4,1689579435,23225000,24992.0,5,0,1,3,86.306885
4,1689579432,16900000,24999.0,5,0,1,2,62.80243
4,1691740339,12000000,23406.0,5,0,1,2,47.566338
4,1691740335,7000000,19529.0,5,0,1,1,33.259274
4,1689581152,16840000,20000.0,5,0,1,3,78.22433
4,1689581151,13060000,20000.0,5,0,1,2,60.66566
4,1689581088,17518000,19000.0,6,0,1,3,85.65656
4,1689581087,17157000,18999.0,6,0,1,2,83.89141
4,1689580834,23000570,23100.0,5,0,1,3,92.438484
4,1689580832,17154150,23148.0,5,0,1,2,68.74822
4,1689580386,12894000,14000.0,5,0,1,3,85.56366
4,1689580384,9982000,14000.0,5,0,1,2,66.23984
4,1689579300,23000375,26269.0,5,0,1,3,81.29012
4,1689579299,16076163,24821.0,5,0,1,2,60.108242
4,1689579072,22005000,26835.0,5,0,1,3,76.18046
4,1689579070,18113625,26835.0,5,0,1,2,62.709526
4,1689579314,17715000,15000.0,6,0,1,3,109.718445
4,1689579312,12795000,14999.0,6,0,1,2,79.24626
8,1690737624,45000000,37878.0,3,4,2,3,132.38678
0,1689077190,15600000,26351.0,5,0,1,2,54.998577
0,1689077188,11240100,27150.0,5,0,1,1,38.46184
0,1688652069,62000,165.0,6,0,7,1,34.838627
4,1692314258,15500000,10150.0,6,0,1,3,141.86288
4,1692314257,14500000,10342.0,6,0,1,2,130.25
4,1690625782,6543000,12605.0,5,0,1,2,48.216656
4,1690625780,4487000,13939.0,5,0,1,1,29.821863
4,1690620926,6356000,12477.0,5,0,1,2,47.28763
4,1690620923,4443000,13908.0,5,0,1,1,29.636057
1,1689116918,13556480,21503.0,5,0,1,2,60.38695
1,1689116916,8800000,20429.0,5,0,1,1,40.970222
1,1689116886,31781250,56250.0,5,0,1,4,157.47058
1,1689116884,26239068,56346.0,5,0,1,3,129.78549
1,1689116832,15300000,24094.0,5,0,1,2,58.993404
1,1689116825,11500000,36279.0,5,0,1,2,59.643726
1,1689116824,7300000,17257.0,5,0,1,1,39.29797
1,1689116810,19676832,138180.0,5,0,1,2,66.146935
1,1689116809,19676832,24976.0,5,0,1,2,66.146935
1,1689074142,42000000,28000.0,5,0,1,4,139.3545
1,1689074139,39100000,28007.0,5,0,1,3,129.69258
0,1685402546,24248043,33058.0,6,0,1,3,136.2887
0,1685402545,20528931,66112.0,6,0,1,2,115.38553
6,1683026798,58095000,45000.0,6,0,1,3,119.937775
6,1683026797,27720000,45000.0,6,0,1,2,57.22825
6,1683026797,26125851,134667.0,6,0,1,1,54.069546
6,1683018616,76900000,46182.0,5,0,1,4,160.44348
6,1683018616,60600000,137982.0,5,0,1,3,123.65389
6,1683018615,36900000,47008.0,5,0,1,2,76.18046
8,1680568822,11600000,21666.0,3,1,1,1,55.7418
8,1692079257,42500000,44736.0,3,0,4,3,111.4836
4,1673349503,400000,367.0,0,0,0,0,101.171364
7,1688653273,6800000,6603.0,1,3,8,2,98.47718
4,1692954786,16551209,25780.0,5,0,1,2,59.643726
4,1692953233,75000210,42373.0,5,0,1,3,164.43831
4,1691656179,9321000,13003.0,5,0,1,2,66.61145
4,1691656108,20000304,16584.0,5,0,1,2,112.041016
4,1691655876,18350000,25000.0,5,0,1,2,68.1908
4,1691654745,18975000,15000.0,5,0,1,2,117.52229
4,1691654583,13000000,17333.0,5,0,1,2,69.67725
4,1691654481,19200000,16695.0,5,0,1,3,106.83845
4,1691654284,12073620,12982.0,5,0,1,2,86.39979
4,1691653170,13071555,17087.0,5,0,1,2,71.07079
1,1680785324,67232250,29881.0,5,0,1,4,209.03175
1,1680785323,29881000,29881.0,5,0,1,3,92.903
1,1680785321,15300000,24094.0,5,0,1,2,58.993404
1,1680785320,10668546,23504.0,5,0,1,1,42.177963
1,1680783951,34372425,24121.0,5,0,1,4,132.38678
1,1680783950,24048637,24121.0,5,0,1,3,92.62429
1,1680783948,18042508,24121.0,5,0,1,2,69.49145
1,1680783946,10300000,24121.0,5,0,1,1,39.669582
1,1680782139,24173490,17391.0,5,0,1,4,129.13518
1,1680782138,19825740,17391.0,5,0,1,3,105.90942
1,1680782136,21738750,17391.0,5,0,1,2,116.12875
1,1680782134,9000000,19148.0,5,0,1,1,43.66441
1,1680781823,30000000,27272.0,5,0,1,4,102.1933
1,1680781822,34597980,25254.0,5,0,1,3,127.27711
1,1680781820,23050800,20220.0,5,0,1,2,105.90942
1,1680781819,10372747,20219.0,5,0,1,1,47.65924
1,1680781354,31347796,21709.0,6,0,1,4,134.15193
1,1680781352,27483594,20295.0,6,0,1,3,117.6152
1,1680781349,14825685,20171.0,6,0,1,2,68.28371
1,1680781347,7900000,17713.0,6,0,1,1,41.43474
1,1680780110,41382122,23591.0,5,0,1,4,162.95186
1,1680780109,31237132,23593.0,5,0,1,3,123.00357
1,1680780106,19063144,23593.0,5,0,1,2,75.06562
1,1680780105,9877950,21944.0,5,0,1,1,41.80635
6,1678388312,87500000,59931.0,3,0,2,3,135.63838
3,1691606101,20000000,14514.0,5,0,0,2,127.92743
8,1691585364,6600000,20163.0,5,0,1,1,30.37928
4,1691654237,15400000,27648.0,5,0,1,2,51.74697
4,0,41000000,29078.0,2,4,6,3,186.73503
2,1688461305,300000,187.0,3,4,4,3,148.6448
7,1691749364,5000000,9505.0,5,0,1,2,48.866978
7,1691749362,4200000,10588.0,5,0,1,1,36.78959
8,1691559103,5800000,17719.0,5,0,1,1,30.37928
1,1692770326,34330833,28364.0,5,0,1,3,112.41263
1,1692864181,17082000,19483.0,5,0,1,2,81.383026
1,1692767623,26884764,25173.0,5,0,1,3,99.220406
4,1689069517,35000000,29166.0,1,3,15,3,111.4836
0,1688654054,27000,87.0,3,0,2,1,28.79993
4,1692953315,12751750,15707.0,5,0,1,2,74.3224
4,1692853037,4850000,11798.0,5,0,1,1,38.36894
4,1692454173,3640000,5600.0,6,0,1,1,60.38695
1,1692275854,4500000,10327.0,5,0,1,1,39.57668
3,1692227834,7123767,20782.0,5,0,1,1,31.772825
1,1691622082,18773439,26367.0,5,0,1,2,66.146935
4,1691555516,70120320,39616.0,5,0,1,3,164.43831
0,1691104101,15269670,38850.0,6,0,1,1,36.23217
